estado,fecha,hosp_gral,cama_venti,venti_uci
Coahuila de Zaragoza,05/07/2021,8.75,2.08,8.75
Colima,05/07/2021,14.58,22.58,14.58
Durango,05/07/2021,30.12,13.25,30.12
Guanajuato,05/07/2021,2.43,2.05,2.43
Guerrero,05/07/2021,16.01,6.85,16.01
Hidalgo,05/07/2021,18,15.07,18
Jalisco,05/07/2021,17.2,10.95,17.2
México,05/07/2021,16.78,11.14,16.78
Michoacán de Ocampo,05/07/2021,10.62,8.12,10.62
Morelos,05/07/2021,7.4,6.66,7.4
Nayarit,05/07/2021,30.4,20.58,30.4
Nuevo León,05/07/2021,25.64,17.26,25.64
Oaxaca,05/07/2021,26.95,28.39,26.95
Puebla,05/07/2021,13.17,3.71,13.17
Querétaro,05/07/2021,4.6,2.41,4.6
Quintana Roo,05/07/2021,40.5,21,40.5
San Luis Potosí,05/07/2021,8.31,7.69,8.31
Sinaloa,05/07/2021,42.88,25.11,42.88
Sonora,05/07/2021,35.55,21.5,35.55
Tabasco,05/07/2021,28.54,30.41,28.54
Tamaulipas,05/07/2021,38.21,23.11,38.21
Tlaxcala,05/07/2021,3.63,10.25,3.63
Veracruz de Ignacio de la Llave,05/07/2021,27.81,16.45,27.81
Yucatán,05/07/2021,22.36,44.15,22.36
Zacatecas,05/07/2021,6,4.61,6
Aguascalientes,06/07/2021,17.3,8.08,33.33
Baja California,06/07/2021,19.09,12.5,15.78
Baja California Sur,06/07/2021,69.2,58.84,0
Campeche,06/07/2021,14.44,13.49,13.33
Chiapas,06/07/2021,6.86,7.58,2.12
Chihuahua,06/07/2021,7.98,7.05,7.69
Ciudad de México,06/07/2021,37.48,25.46,15.42
Coahuila de Zaragoza,06/07/2021,6.51,2.11,20
Colima,06/07/2021,15.46,21.66,33.33
Durango,06/07/2021,28.73,10.12,19.14
Guanajuato,06/07/2021,2.33,1.42,7.14
Guerrero,06/07/2021,17.84,7.48,5.76
Hidalgo,06/07/2021,19.35,15.32,41.17
Jalisco,06/07/2021,20.24,10.2,15.53
México,06/07/2021,18.19,10.35,22.52
Michoacán de Ocampo,06/07/2021,11.29,11.5,7.69
Morelos,06/07/2021,6.61,4.44,0
Nayarit,06/07/2021,25.6,25,100
Nuevo León,06/07/2021,23.66,19.87,33.96
Oaxaca,06/07/2021,38.35,35.84,63.63
Puebla,06/07/2021,12.17,4.46,15.62
Querétaro,06/07/2021,6.76,1.61,18.18
Quintana Roo,06/07/2021,40.38,20.6,35.48
San Luis Potosí,06/07/2021,10.27,6.06,0
Sinaloa,06/07/2021,42.3,28.26,33.33
Sonora,06/07/2021,34.43,22.38,26.92
Tabasco,06/07/2021,29.95,30.5,32.2
Tamaulipas,06/07/2021,37.82,22.16,42.52
Tlaxcala,06/07/2021,3.63,8.97,0
Veracruz de Ignacio de la Llave,06/07/2021,27.8,17.24,31.86
Yucatán,06/07/2021,22.86,58.2,77.77
Zacatecas,06/07/2021,6,4.61,11.11
Aguascalientes,07/07/2021,22.42,7.36,33.33
Baja California,07/07/2021,18.46,11.64,15.78
Baja California Sur,07/07/2021,69.96,54.38,14.28
Campeche,07/07/2021,13.62,13.63,13.33
Chiapas,07/07/2021,6.95,5.77,2.12
Chihuahua,07/07/2021,8.81,5.35,7.69
Ciudad de México,07/07/2021,35.6,25.88,16.71
Coahuila de Zaragoza,07/07/2021,8.42,2.11,14.28
Colima,07/07/2021,18.55,21.66,33.33
Durango,07/07/2021,26.58,16.17,27.27
Guanajuato,07/07/2021,3.01,2.38,9.09
Guerrero,07/07/2021,21.79,9.35,12.06
Hidalgo,07/07/2021,23.69,14.7,41.17
Jalisco,07/07/2021,21.52,10.86,15.92
México,07/07/2021,20.6,11.17,29.09
Michoacán de Ocampo,07/07/2021,12.44,11.5,7.69
Morelos,07/07/2021,8.16,4.76,100
Nayarit,07/07/2021,29.6,22.05,100
Nuevo León,07/07/2021,26.58,20.85,39.77
Oaxaca,07/07/2021,30.7,26.15,27.27
Puebla,07/07/2021,11.73,5.26,20.58
Querétaro,07/07/2021,7.14,2.4,27.27
Quintana Roo,07/07/2021,39.6,20,35.48
San Luis Potosí,07/07/2021,8.84,7.69,0
Sinaloa,07/07/2021,43.11,31.9,58.47
Sonora,07/07/2021,34.18,25,35.55
Tabasco,07/07/2021,27.12,31.57,35.89
Tamaulipas,07/07/2021,37.09,22.58,45.45
Tlaxcala,07/07/2021,3.6,7.69,0
Veracruz de Ignacio de la Llave,07/07/2021,28.17,18.77,34.44
Yucatán,07/07/2021,23.02,56.17,79.31
Zacatecas,07/07/2021,7.92,3.07,11.11
Aguascalientes,08/07/2021,20.38,7.14,33.33
Baja California,08/07/2021,18.58,13.61,17.94
Baja California Sur,08/07/2021,71.66,54.78,28.57
Campeche,08/07/2021,13.05,13.13,13.33
Chiapas,08/07/2021,8.09,7.38,2.12
Chihuahua,08/07/2021,9.61,5.29,10.93
Ciudad de México,08/07/2021,37.04,32.59,27.3
Coahuila de Zaragoza,08/07/2021,9,0.88,20
Colima,08/07/2021,23.23,20.33,33.33
Durango,08/07/2021,26.74,17.24,30.76
Guanajuato,08/07/2021,3.2,2.21,7.14
Guerrero,08/07/2021,22.28,10.11,15.51
Hidalgo,08/07/2021,17.8,7.27,71.42
Jalisco,08/07/2021,22.05,11.24,17.87
México,08/07/2021,21.73,10.88,23.07
Michoacán de Ocampo,08/07/2021,14.69,6.52,100
Morelos,08/07/2021,8.75,11.55,34.65
Nayarit,08/07/2021,30.4,25,100
Nuevo León,08/07/2021,26.6,20,38.75
Oaxaca,08/07/2021,31.15,36,50
Puebla,08/07/2021,11.7,5.72,20.89
Querétaro,08/07/2021,9.25,2.82,31.81
Quintana Roo,08/07/2021,37.42,18.69,34.92
San Luis Potosí,08/07/2021,10.05,8.4,8.33
Sinaloa,08/07/2021,43.69,32.31,34.4
Sonora,08/07/2021,37.79,27.48,53.33
Tabasco,08/07/2021,27.71,28.48,41.66
Tamaulipas,08/07/2021,36.86,17.78,35.71
Tlaxcala,08/07/2021,7.46,8.21,0
Veracruz de Ignacio de la Llave,08/07/2021,28.65,19.26,34.06
Yucatán,08/07/2021,23,55.17,79.31
Zacatecas,08/07/2021,8.91,3.07,11.11
Aguascalientes,09/07/2021,21.35,8.08,33.33
Baja California,09/07/2021,17.85,12.64,17.94
Baja California Sur,09/07/2021,64.49,57.07,33.33
Campeche,09/07/2021,10.98,14.38,13.33
Chiapas,09/07/2021,8.37,7.35,2.12
Chihuahua,09/07/2021,10.76,5.88,12.5
Ciudad de México,09/07/2021,39.06,29.65,22.7
Coahuila de Zaragoza,09/07/2021,7.61,0,0
Colima,09/07/2021,22.22,21.05,0
Durango,09/07/2021,32.95,15.87,25
Guanajuato,09/07/2021,4.09,2.09,5.35
Guerrero,09/07/2021,24.47,11.24,15.51
Hidalgo,09/07/2021,28,13.63,33.33
Jalisco,09/07/2021,21.94,12.05,16.5
México,09/07/2021,13.62,9.69,0
Michoacán de Ocampo,09/07/2021,10.69,4.54,0
Morelos,09/07/2021,21.58,14.37,38.29
Nayarit,09/07/2021,33.6,30,100
Nuevo León,09/07/2021,25.34,20.21,38.32
Oaxaca,09/07/2021,31.78,36.11,50
Puebla,09/07/2021,12.29,7.11,13.11
Querétaro,09/07/2021,8.04,2.47,27.27
Quintana Roo,09/07/2021,39.76,18.18,37.5
San Luis Potosí,09/07/2021,10.19,8.33,4.16
Sinaloa,09/07/2021,42.37,34.8,40
Sonora,09/07/2021,41.09,25,39.58
Tabasco,09/07/2021,25.2,31.39,46.66
Tamaulipas,09/07/2021,36.54,16.82,34.52
Tlaxcala,09/07/2021,10.14,12.67,0
Veracruz de Ignacio de la Llave,09/07/2021,27.47,19.71,31.86
Yucatán,09/07/2021,22.07,53.88,78.57
Zacatecas,09/07/2021,8.91,3.07,11.11
Aguascalientes,10/07/2021,21.9,7.21,33.33
Baja California,10/07/2021,16.18,12.15,10.81
Baja California Sur,10/07/2021,65.34,57.82,41.66
Campeche,10/07/2021,12.64,15.6,13.33
Chiapas,10/07/2021,7.57,7.01,2.12
Chihuahua,10/07/2021,9.79,6.13,12.5
Ciudad de México,10/07/2021,39.66,27.28,19.68
Coahuila de Zaragoza,10/07/2021,7.84,0.86,0
Colima,10/07/2021,24.35,21.05,0
Durango,10/07/2021,31.7,16.17,25
Guanajuato,10/07/2021,4.22,1.92,3.57
Guerrero,10/07/2021,28.11,13.75,25
Hidalgo,10/07/2021,28.57,13.95,13.33
Jalisco,10/07/2021,22.47,12.52,16.5
México,10/07/2021,14.25,10.25,32.74
Michoacán de Ocampo,10/07/2021,12.87,8.51,7.69
Morelos,10/07/2021,24.92,13.04,0
Nayarit,10/07/2021,31.96,32.85,100
Nuevo León,10/07/2021,28.75,24.38,45.38
Oaxaca,10/07/2021,29.28,32.39,30.76
Puebla,10/07/2021,11.74,6.31,19.4
Querétaro,10/07/2021,7.66,2.47,27.27
Quintana Roo,10/07/2021,37.72,20.43,48.88
San Luis Potosí,10/07/2021,12.83,8.14,3.84
Sinaloa,10/07/2021,42.25,38.63,43.58
Sonora,10/07/2021,43.2,28.22,55.55
Tabasco,10/07/2021,23.72,25.12,40.74
Tamaulipas,10/07/2021,36.65,16.89,38.63
Tlaxcala,10/07/2021,10.29,13.88,0
Veracruz de Ignacio de la Llave,10/07/2021,30.42,20.31,34.34
Yucatán,10/07/2021,22.27,52.4,66.66
Zacatecas,10/07/2021,6,3.07,11.11
Aguascalientes,11/07/2021,23.52,7.29,26.66
Baja California,11/07/2021,20,12.13,5.55
Baja California Sur,11/07/2021,69.65,55.37,27.27
Campeche,11/07/2021,12.2,15.21,10
Chiapas,11/07/2021,9.11,6.79,2.27
Chihuahua,11/07/2021,10.96,6.54,14.06
Ciudad de México,11/07/2021,45.88,30.57,25
Coahuila de Zaragoza,11/07/2021,7.21,1.73,33.33
Colima,11/07/2021,22.98,18.96,0
Durango,11/07/2021,32,18.05,25
Guanajuato,11/07/2021,3.66,2.49,7.4
Guerrero,11/07/2021,29.58,20,38.46
Hidalgo,11/07/2021,27.49,14.75,16.66
Jalisco,11/07/2021,24.19,13.8,17.07
México,11/07/2021,14.95,8.67,7.69
Michoacán de Ocampo,11/07/2021,14.63,8.88,0
Morelos,11/07/2021,26.69,13.24,31.85
Nayarit,11/07/2021,41.98,28.33,100
Nuevo León,11/07/2021,28.24,22.04,40.75
Oaxaca,11/07/2021,32.87,35.06,38.88
Puebla,11/07/2021,12.83,5.99,19.4
Querétaro,11/07/2021,10.13,2.47,27.27
Quintana Roo,11/07/2021,37.12,19.44,33.33
San Luis Potosí,11/07/2021,11.68,7.35,4.16
Sinaloa,11/07/2021,47.5,38.13,45
Sonora,11/07/2021,44.72,30.92,53.12
Tabasco,11/07/2021,22.88,26.76,43.03
Tamaulipas,11/07/2021,36.94,16.5,31.16
Tlaxcala,11/07/2021,10.44,12.82,0
Veracruz de Ignacio de la Llave,11/07/2021,31.59,20.66,46.66
Yucatán,11/07/2021,20.96,51.87,72.22
Zacatecas,11/07/2021,7.07,2.3,11.11
Aguascalientes,12/07/2021,27.55,8.86,20
Baja California,12/07/2021,17.69,14.39,10.81
Baja California Sur,12/07/2021,66.32,56.96,25
Campeche,12/07/2021,10.65,15.97,16.12
Chiapas,12/07/2021,10.9,7.89,2.12
Chihuahua,12/07/2021,12.58,6.5,14.06
Ciudad de México,12/07/2021,48.47,37.23,31.04
Coahuila de Zaragoza,12/07/2021,9.02,4.6,28.57
Colima,12/07/2021,31.03,19.29,0
Durango,12/07/2021,24.7,15.62,21.87
Guanajuato,12/07/2021,3.72,2.03,10
Guerrero,12/07/2021,34.34,12.37,20.68
Hidalgo,12/07/2021,28.85,13.63,13.33
Jalisco,12/07/2021,26.86,13.24,15.63
México,12/07/2021,15.12,13.99,7.69
Michoacán de Ocampo,12/07/2021,16.5,9.54,0
Morelos,12/07/2021,26.06,9.09,28.72
Nayarit,12/07/2021,44.53,26.56,100
Nuevo León,12/07/2021,26.31,24.89,37.73
Oaxaca,12/07/2021,31.57,37.03,41.17
Puebla,12/07/2021,12.53,7.08,20.58
Querétaro,12/07/2021,12.58,2.89,31.81
Quintana Roo,12/07/2021,41.07,15.89,33.33
San Luis Potosí,12/07/2021,10.64,7.57,0
Sinaloa,12/07/2021,52.46,40.86,48.78
Sonora,12/07/2021,41.53,24.74,44
Tabasco,12/07/2021,23.4,33.87,39.47
Tamaulipas,12/07/2021,34.64,18.38,35.95
Tlaxcala,12/07/2021,12.67,11.39,0
Veracruz de Ignacio de la Llave,12/07/2021,31.69,20.64,39
Yucatán,12/07/2021,19.24,54.22,82.14
Zacatecas,12/07/2021,7.21,2.3,11.11
Aguascalientes,13/07/2021,23.46,8.86,26.66
Baja California,13/07/2021,19.35,14.62,10.81
Baja California Sur,13/07/2021,65.04,58.29,0
Campeche,13/07/2021,11.96,16.42,16.12
Chiapas,13/07/2021,11.34,8.27,2.12
Chihuahua,13/07/2021,12.5,5.42,15.62
Ciudad de México,13/07/2021,51.94,37.2,30.08
Coahuila de Zaragoza,13/07/2021,9.01,3.44,40
Colima,13/07/2021,29.47,24.59,100
Durango,13/07/2021,32.92,12.5,18.75
Guanajuato,13/07/2021,4.22,2.07,12.28
Guerrero,13/07/2021,37.05,12.56,18.96
Hidalgo,13/07/2021,31.22,15.87,37.5
Jalisco,13/07/2021,28.67,16.37,16.93
México,13/07/2021,29.5,17.51,35.65
Michoacán de Ocampo,13/07/2021,17.16,9.94,7.69
Morelos,13/07/2021,20,10,0
Nayarit,13/07/2021,41.4,33.84,100
Nuevo León,13/07/2021,30.25,22.93,35.03
Oaxaca,13/07/2021,34.92,38.29,50
Puebla,13/07/2021,11.78,6.85,20.58
Querétaro,13/07/2021,14.78,3.26,36.36
Quintana Roo,13/07/2021,42.33,16.38,28.57
San Luis Potosí,13/07/2021,10.67,9.84,0
Sinaloa,13/07/2021,53.26,40.66,48.8
Sonora,13/07/2021,44.06,26.25,46.66
Tabasco,13/07/2021,23.44,35.05,46.29
Tamaulipas,13/07/2021,36.28,18.13,32.92
Tlaxcala,13/07/2021,11.84,10.97,0
Veracruz de Ignacio de la Llave,13/07/2021,31.18,24.22,40
Yucatán,13/07/2021,20.11,55.55,74.07
Zacatecas,13/07/2021,10.2,2.3,11.11
Aguascalientes,14/07/2021,23,8.97,26.66
Baja California,14/07/2021,20.57,13.24,13.51
Baja California Sur,14/07/2021,61.21,57.07,45.45
Campeche,14/07/2021,13.61,16.54,15.62
Chiapas,14/07/2021,10.64,8.99,2.12
Chihuahua,14/07/2021,11.59,7.36,15.62
Ciudad de México,14/07/2021,51.74,33.73,26.48
Coahuila de Zaragoza,14/07/2021,9.09,4.57,28.57
Colima,14/07/2021,27.27,22.41,100
Durango,14/07/2021,36.47,10.29,18.18
Guanajuato,14/07/2021,4.53,2.51,12.28
Guerrero,14/07/2021,39.47,16.93,24.59
Hidalgo,14/07/2021,34.4,13.93,50
Jalisco,14/07/2021,26.73,15.12,29.24
México,14/07/2021,30.48,19.96,41.05
Michoacán de Ocampo,14/07/2021,17,9.74,14.28
Morelos,14/07/2021,18.66,12.5,0
Nayarit,14/07/2021,43.1,22.36,0
Nuevo León,14/07/2021,35.4,28.92,48.06
Oaxaca,14/07/2021,34.84,39,50
Puebla,14/07/2021,11.61,6.85,23.94
Querétaro,14/07/2021,15.73,4.54,50
Quintana Roo,14/07/2021,41.98,18.13,39.53
San Luis Potosí,14/07/2021,11.01,7.4,0
Sinaloa,14/07/2021,51.13,47.13,51.85
Sonora,14/07/2021,43.86,25.38,45.65
Tabasco,14/07/2021,25.95,32.96,46.77
Tamaulipas,14/07/2021,35.09,19.41,33.68
Tlaxcala,14/07/2021,17.1,7.22,0
Veracruz de Ignacio de la Llave,14/07/2021,31.23,27.83,43.01
Yucatán,14/07/2021,21.3,59.11,80
Zacatecas,14/07/2021,8.91,2.3,11.11
Aguascalientes,15/07/2021,19.19,9.75,35
Baja California,15/07/2021,20.4,14.14,12.28
Baja California Sur,15/07/2021,58.06,56.19,54.54
Campeche,15/07/2021,10.67,14.06,3.84
Chiapas,15/07/2021,9.3,9.15,2.12
Chihuahua,15/07/2021,14.09,6.32,14.06
Ciudad de México,15/07/2021,52.82,39.25,33.51
Coahuila de Zaragoza,15/07/2021,9.84,2.64,28.57
Colima,15/07/2021,25.22,33.33,100
Durango,15/07/2021,30.68,12.5,21.87
Guanajuato,15/07/2021,5.21,2.96,10.52
Guerrero,15/07/2021,39.2,20.78,25.39
Hidalgo,15/07/2021,42.46,14.65,50
Jalisco,15/07/2021,29.87,17.42,24.75
México,15/07/2021,31.04,21.51,33.92
Michoacán de Ocampo,15/07/2021,19.37,10.36,31.25
Morelos,15/07/2021,18.26,12.19,0
Nayarit,15/07/2021,47,19.81,0
Nuevo León,15/07/2021,34.72,30.6,45.45
Oaxaca,15/07/2021,42.58,42.69,64.7
Puebla,15/07/2021,12.78,6.18,15.62
Querétaro,15/07/2021,16.95,6.66,59.09
Quintana Roo,15/07/2021,41.53,15.15,26.22
San Luis Potosí,15/07/2021,11.73,9.16,8
Sinaloa,15/07/2021,55.05,51.89,52.32
Sonora,15/07/2021,49,24.74,40
Tabasco,15/07/2021,28,34.13,42.62
Tamaulipas,15/07/2021,36.1,17.55,27.77
Tlaxcala,15/07/2021,21.21,10.81,0
Veracruz de Ignacio de la Llave,15/07/2021,36.67,25.39,49.45
Yucatán,15/07/2021,24.03,50,62.96
Zacatecas,15/07/2021,9.9,1.53,5.55
Aguascalientes,16/07/2021,17.02,8.04,35
Baja California,16/07/2021,22.51,15.68,18.91
Baja California Sur,16/07/2021,58.49,55.25,60
Campeche,16/07/2021,10.04,17.73,16.66
Chiapas,16/07/2021,9.06,8.59,2.12
Chihuahua,16/07/2021,12.76,7.64,15
Ciudad de México,16/07/2021,53.42,39.15,35.08
Coahuila de Zaragoza,16/07/2021,9.57,3.94,28.57
Colima,16/07/2021,28.71,35.55,100
Durango,16/07/2021,36.78,11.86,24
Guanajuato,16/07/2021,5.13,3.23,10.52
Guerrero,16/07/2021,40.27,20.1,24.61
Hidalgo,16/07/2021,45.31,14.06,6.66
Jalisco,16/07/2021,29.55,20.51,23.58
México,16/07/2021,32.1,22.86,33.92
Michoacán de Ocampo,16/07/2021,21.29,11.28,10
Morelos,16/07/2021,19.8,6,0
Nayarit,16/07/2021,40.27,33.33,0
Nuevo León,16/07/2021,41.02,33.05,46.77
Oaxaca,16/07/2021,45.28,36.95,60
Puebla,16/07/2021,20.8,11.42,30.76
Querétaro,16/07/2021,16.31,5.66,63.63
Quintana Roo,16/07/2021,42.2,18.05,29.09
San Luis Potosí,16/07/2021,11.58,11.67,12
Sinaloa,16/07/2021,53.92,46.3,54.02
Sonora,16/07/2021,44.16,24.13,36.73
Tabasco,16/07/2021,25.4,34.07,42.62
Tamaulipas,16/07/2021,38.91,20.1,30.66
Tlaxcala,16/07/2021,21.62,12.3,0
Veracruz de Ignacio de la Llave,16/07/2021,38.37,26.84,53.57
Yucatán,16/07/2021,23.76,48.52,67.85
Zacatecas,16/07/2021,15.46,3,15
Aguascalientes,17/07/2021,15.78,8.23,35
Baja California,17/07/2021,21.24,15.93,18.91
Baja California Sur,17/07/2021,60.81,55.21,50
Campeche,17/07/2021,10.04,16.78,16.12
Chiapas,17/07/2021,9.11,9.28,2.12
Chihuahua,17/07/2021,11.9,4.05,5.76
Ciudad de México,17/07/2021,53.92,37.63,33.1
Coahuila de Zaragoza,17/07/2021,12.19,6.61,60
Colima,17/07/2021,26.47,37.77,100
Durango,17/07/2021,35.8,14.08,18.75
Guanajuato,17/07/2021,5.88,2.79,10.52
Guerrero,17/07/2021,41.39,26.2,41.3
Hidalgo,17/07/2021,45.35,15.74,0
Jalisco,17/07/2021,30.55,25,28.38
México,17/07/2021,34,24.13,31.85
Michoacán de Ocampo,17/07/2021,21.21,15.15,35.71
Morelos,17/07/2021,18.84,7.14,0
Nayarit,17/07/2021,42.46,32.05,0
Nuevo León,17/07/2021,48.3,36.81,58.37
Oaxaca,17/07/2021,43.02,39.17,66.66
Puebla,17/07/2021,23.37,8.77,29.68
Querétaro,17/07/2021,16.66,7.69,63.63
Quintana Roo,17/07/2021,45.87,19.32,32.81
San Luis Potosí,17/07/2021,13.17,8.95,12
Sinaloa,17/07/2021,57.28,46.93,58.51
Sonora,17/07/2021,42.55,28.73,50
Tabasco,17/07/2021,25.3,27.41,38.55
Tamaulipas,17/07/2021,35.5,17.76,25.88
Tlaxcala,17/07/2021,19.44,13.63,0
Veracruz de Ignacio de la Llave,17/07/2021,38.12,25.36,49.49
Yucatán,17/07/2021,21.49,49.71,67.85
Zacatecas,17/07/2021,16.83,3.07,16.66
Aguascalientes,18/07/2021,23,8.53,30
Baja California,18/07/2021,24.27,15.68,18.91
Baja California Sur,18/07/2021,58.65,53.61,50
Campeche,18/07/2021,11.22,17.6,16.12
Chiapas,18/07/2021,7.54,11.42,2.12
Chihuahua,18/07/2021,10.56,12.57,15.62
Ciudad de México,18/07/2021,58.35,38.74,32
Coahuila de Zaragoza,18/07/2021,14.81,5.82,100
Colima,18/07/2021,26.59,33.33,0
Durango,18/07/2021,44,17.94,25
Guanajuato,18/07/2021,5.91,3.03,10.52
Guerrero,18/07/2021,42.89,28.1,48.88
Hidalgo,18/07/2021,47.76,18.58,5.55
Jalisco,18/07/2021,34.1,26.58,30.32
México,18/07/2021,24.08,15.54,42.85
Michoacán de Ocampo,18/07/2021,19.13,5,100
Morelos,18/07/2021,34.82,24.72,33.63
Nayarit,18/07/2021,48.68,33.78,0
Nuevo León,18/07/2021,41.22,37.27,48.43
Oaxaca,18/07/2021,44.44,28.8,25
Puebla,18/07/2021,24.43,8.38,33.84
Querétaro,18/07/2021,18.86,7.69,63.63
Quintana Roo,18/07/2021,47.94,21.77,46.66
San Luis Potosí,18/07/2021,11.52,5.26,15.38
Sinaloa,18/07/2021,62.46,46.63,58.69
Sonora,18/07/2021,40.25,29.78,46.51
Tabasco,18/07/2021,27.86,28.34,35.29
Tamaulipas,18/07/2021,34.86,19.89,33.33
Tlaxcala,18/07/2021,29.16,12.12,0
Veracruz de Ignacio de la Llave,18/07/2021,41.83,25.29,46.53
Yucatán,18/07/2021,21.16,47.42,68.96
Zacatecas,18/07/2021,18.18,4.61,16.66
Aguascalientes,19/07/2021,21.81,6.31,25
Baja California,19/07/2021,21.99,16.86,18.91
Baja California Sur,19/07/2021,57.5,54.34,0
Campeche,19/07/2021,9.93,17.93,16.66
Chiapas,19/07/2021,10.49,12.45,2.12
Chihuahua,19/07/2021,14.77,4.87,10.93
Ciudad de México,19/07/2021,59.42,47.56,44.12
Coahuila de Zaragoza,19/07/2021,14.01,3.28,28.57
Colima,19/07/2021,32.92,42.22,100
Durango,19/07/2021,48.75,18.91,29.41
Guanajuato,19/07/2021,6.85,2.76,8.92
Guerrero,19/07/2021,45.02,31.49,39.65
Hidalgo,19/07/2021,53.04,20.51,6.66
Jalisco,19/07/2021,35.36,26.41,30.5
México,19/07/2021,24.23,17.32,40.65
Michoacán de Ocampo,19/07/2021,20.28,2.89,46.66
Morelos,19/07/2021,36.11,24.8,0
Nayarit,19/07/2021,58.5,32,0
Nuevo León,19/07/2021,45.58,41.17,60.94
Oaxaca,19/07/2021,40.55,38.77,56.52
Puebla,19/07/2021,27.65,11.62,35.38
Querétaro,19/07/2021,22.53,9.79,68.18
Quintana Roo,19/07/2021,49.06,21.31,32.25
San Luis Potosí,19/07/2021,13.31,9.16,18.51
Sinaloa,19/07/2021,59.03,43.49,58.24
Sonora,19/07/2021,40.63,31.81,41.66
Tabasco,19/07/2021,25.26,32.16,36.14
Tamaulipas,19/07/2021,34.43,21.36,32.5
Tlaxcala,19/07/2021,34.72,10.6,0
Veracruz de Ignacio de la Llave,19/07/2021,44.98,31.2,58.97
Yucatán,19/07/2021,20.24,46.66,70
Zacatecas,19/07/2021,18.18,3.84,11.11
Aguascalientes,20/07/2021,23.63,6.25,15
Baja California,20/07/2021,16.95,19.1,18.91
Baja California Sur,20/07/2021,45.69,53.27,0
Campeche,20/07/2021,11.46,11.26,9.37
Chiapas,20/07/2021,10.47,12.54,2.12
Chihuahua,20/07/2021,17.9,8.07,15.62
Ciudad de México,20/07/2021,61.22,49.81,46.57
Coahuila de Zaragoza,20/07/2021,15.41,3.4,14.28
Colima,20/07/2021,41.93,44.44,100
Durango,20/07/2021,58.82,27.94,36.36
Guanajuato,20/07/2021,6.48,3.21,7.14
Guerrero,20/07/2021,51.87,38.55,36.2
Hidalgo,20/07/2021,55.19,22.93,11.76
Jalisco,20/07/2021,37.61,30.67,35.36
México,20/07/2021,35.84,31.22,60
Michoacán de Ocampo,20/07/2021,23.73,18.77,53.33
Morelos,20/07/2021,22.11,5.4,100
Nayarit,20/07/2021,55.55,37.17,0
Nuevo León,20/07/2021,49.71,45.07,59.3
Oaxaca,20/07/2021,42.94,40,52.17
Puebla,20/07/2021,29.17,13.33,37.31
Querétaro,20/07/2021,23.23,9.42,68.18
Quintana Roo,20/07/2021,47.86,20.42,30
San Luis Potosí,20/07/2021,13.29,10,15.38
Sinaloa,20/07/2021,57.12,46.98,59.57
Sonora,20/07/2021,43.31,31.73,40.9
Tabasco,20/07/2021,24.33,33.83,38.82
Tamaulipas,20/07/2021,37.13,22.22,40
Tlaxcala,20/07/2021,34.72,12.12,0
Veracruz de Ignacio de la Llave,20/07/2021,42.62,27.96,55.67
Yucatán,20/07/2021,20.11,48.04,72.41
Zacatecas,20/07/2021,26,3.87,11.11
Aguascalientes,21/07/2021,24.52,7.07,15
Baja California,21/07/2021,18.71,19.1,16.21
Baja California Sur,21/07/2021,45.65,50.23,0
Campeche,21/07/2021,9.83,12.58,13.33
Chiapas,21/07/2021,12.59,13.45,2.12
Chihuahua,21/07/2021,17.01,9.69,17.18
Ciudad de México,21/07/2021,63.21,49.88,48.1
Coahuila de Zaragoza,21/07/2021,16,4.1,28.57
Colima,21/07/2021,57.81,63.63,100
Durango,21/07/2021,70.83,32.75,59.37
Guanajuato,21/07/2021,8.23,3.48,8.92
Guerrero,21/07/2021,57.44,34.44,32.75
Hidalgo,21/07/2021,58.2,24.36,17.64
Jalisco,21/07/2021,38.71,25.75,32
México,21/07/2021,39.64,26.97,34.32
Michoacán de Ocampo,21/07/2021,27.6,18.04,54.54
Morelos,21/07/2021,21.13,7.31,0
Nayarit,21/07/2021,58.24,38.82,0
Nuevo León,21/07/2021,46.31,47.94,66.08
Oaxaca,21/07/2021,41.47,39.81,42.85
Puebla,21/07/2021,29.78,12.86,38.8
Querétaro,21/07/2021,24.91,10.56,68.18
Quintana Roo,21/07/2021,49.32,20.08,28.81
San Luis Potosí,21/07/2021,14.57,8.08,18.51
Sinaloa,21/07/2021,54.57,48.75,58.06
Sonora,21/07/2021,43.58,34.19,38.63
Tabasco,21/07/2021,25.55,31.84,36.36
Tamaulipas,21/07/2021,33.26,19.44,33.33
Tlaxcala,21/07/2021,33.8,9.52,0
Veracruz de Ignacio de la Llave,21/07/2021,47.53,28.93,51.64
Yucatán,21/07/2021,17.84,43.75,76
Zacatecas,21/07/2021,22,4.65,16.66
Aguascalientes,22/07/2021,25,6.18,25
Baja California,22/07/2021,18.33,18.36,16.21
Baja California Sur,22/07/2021,43.34,46.98,0
Campeche,22/07/2021,9.31,11.18,16.66
Chiapas,22/07/2021,18.93,13.7,14.58
Chihuahua,22/07/2021,16.58,11.58,19.67
Ciudad de México,22/07/2021,65.29,54.32,57.74
Coahuila de Zaragoza,22/07/2021,16.36,3.57,42.85
Colima,22/07/2021,63.79,73.68,100
Durango,22/07/2021,68,34.04,65.38
Guanajuato,22/07/2021,8.82,4.49,10.71
Guerrero,22/07/2021,64.73,34.25,43.93
Hidalgo,22/07/2021,56.98,28.81,66.66
