"","Estado","fecha","hosp_gral","cama_venti","venti_uci"
"980","Oaxaca",2021-07-01,23.89,25.58,42.85
"981","Puebla",2021-07-01,10.27,4.28,14.28
"982","Querétaro",2021-07-01,4.98,2,22.72
"983","Quintana Roo",2021-07-01,42.6,19.49,33.33
"984","San Luis Potosí",2021-07-01,7.37,8.33,8.33
"985","Sinaloa",2021-07-01,36.41,31.36,40
"986","Sonora",2021-07-01,36.53,26.25,38.09
"987","Tabasco",2021-07-01,27.97,33.86,32.95
"988","Tamaulipas",2021-07-01,39.13,25.11,45.26
"989","Tlaxcala",2021-07-01,4.58,10.12,0
"990","Veracruz de Ignacio de La Llave",2021-07-01,21.95,13.14,24.46
"991","Yucatán",2021-07-01,23.54,44.15,90.62
"992","Zacatecas",2021-07-01,9,4.61,16.66
"993","Aguascalientes",2021-07-02,22.22,6.87,12.9
"994","Baja California",2021-07-02,17.51,14.9,15.38
"995","Baja California Sur",2021-07-02,67.79,58.66,28.57
"996","Campeche",2021-07-02,14.83,9.02,15.62
"997","Chiapas",2021-07-02,5.61,6.4,2.12
"998","Chihuahua",2021-07-02,8.67,5.46,7.14
"999","Ciudad de México",2021-07-02,32.37,19.85,12.96
"1000","Coahuila de Zaragoza",2021-07-02,10.11,7.53,0
"1001","Colima",2021-07-02,10.12,21.81,0
"1002","Durango",2021-07-02,25.97,11.76,10.63
"1003","Guanajuato",2021-07-02,2.17,1.63,5.35
"1004","Guerrero",2021-07-02,12.99,6.81,3.44
"1005","Hidalgo",2021-07-02,16.53,13.13,33.33
"1006","Jalisco",2021-07-02,15.48,10.59,14.57
"1007","México",2021-07-02,15.62,9.38,22.52
"1008","Michoacán de Ocampo",2021-07-02,7.8,8.16,7.69
"1009","Morelos",2021-07-02,8.58,6.38,0
"1010","Nayarit",2021-07-02,25.83,17.8,100
"1011","Nuevo León",2021-07-02,23.73,15.3,31.72
"1012","Oaxaca",2021-07-02,23.22,25,40
"1013","Puebla",2021-07-02,11.59,3.7,21.73
"1014","Querétaro",2021-07-02,5.3,2.02,22.72
"1015","Quintana Roo",2021-07-02,40.17,21,48.78
"1016","San Luis Potosí",2021-07-02,6.49,7.35,4.34
"1017","Sinaloa",2021-07-02,36.23,26.28,29.72
"1018","Sonora",2021-07-02,35.81,24.5,38.29
"1019","Tabasco",2021-07-02,26.55,32.48,33.33
"1020","Tamaulipas",2021-07-02,37.41,25.21,44.44
"1021","Tlaxcala",2021-07-02,3.7,8.75,0
"1022","Veracruz de Ignacio de La Llave",2021-07-02,23,15.14,31.11
"1023","Yucatán",2021-07-02,25.52,47.95,89.65
"1024","Zacatecas",2021-07-02,4.95,4.61,16.66
"1025","Aguascalientes",2021-07-03,16.94,6.97,12.9
"1026","Baja California",2021-07-03,10.6,8.5,9.09
"1027","Baja California Sur",2021-07-03,68.72,57.96,14.28
"1028","Campeche",2021-07-03,15.31,8.73,13.33
"1029","Chiapas",2021-07-03,5.4,7.06,2.12
"1030","Chihuahua",2021-07-03,7.79,3.89,3.84
"1031","Ciudad de México",2021-07-03,33.82,21.09,10.2
"1032","Coahuila de Zaragoza",2021-07-03,7.31,6.89,0
"1033","Colima",2021-07-03,15.66,17.3,0
"1034","Durango",2021-07-03,25,14.11,13.04
"1035","Guanajuato",2021-07-03,2.64,1.96,4.91
"1036","Guerrero",2021-07-03,13.62,6.79,4.54
"1037","Hidalgo",2021-07-03,16.12,13.23,33.33
"1038","Jalisco",2021-07-03,15.61,10.63,13.59
"1039","México",2021-07-03,15.66,9.35,18.69
"1040","Michoacán de Ocampo",2021-07-03,8.93,8.54,10.52
"1041","Morelos",2021-07-03,8.88,6.81,0
"1042","Nayarit",2021-07-03,28.57,18.05,100
"1043","Nuevo León",2021-07-03,26.54,15.58,38.49
"1044","Oaxaca",2021-07-03,23.41,21.73,55.55
"1045","Puebla",2021-07-03,11.11,3.73,20.58
"1046","Querétaro",2021-07-03,4.59,2.02,22.72
"1047","Quintana Roo",2021-07-03,38.66,21.36,48.78
"1048","San Luis Potosí",2021-07-03,8.24,7.74,4.34
"1049","Sinaloa",2021-07-03,34.72,28.25,28.37
"1050","Sonora",2021-07-03,33.42,24.48,37.77
"1051","Tabasco",2021-07-03,30.01,26.6,39.13
"1052","Tamaulipas",2021-07-03,38.66,24.13,46.31
"1053","Tlaxcala",2021-07-03,4.54,8.97,0
"1054","Veracruz de Ignacio de La Llave",2021-07-03,25.1,12.7,29.34
"1055","Yucatán",2021-07-03,26.18,50.87,93.1
"1056","Zacatecas",2021-07-03,2.97,4.61,16.66
"1057","Aguascalientes",2021-07-04,14.16,7.75,16.12
"1058","Baja California",2021-07-04,10.61,8.37,6.25
"1059","Baja California Sur",2021-07-04,69.59,56.63,14.28
"1060","Campeche",2021-07-04,14.8,8.66,13.33
"1061","Chiapas",2021-07-04,5.94,7.09,2.12
"1062","Chihuahua",2021-07-04,10.32,7.92,6.25
"1063","Ciudad de México",2021-07-04,39.5,17.16,10.33
"1064","Coahuila de Zaragoza",2021-07-04,5.05,2.67,0
"1065","Colima",2021-07-04,11.11,20.37,0
"1066","Durango",2021-07-04,27.84,13.09,15.21
"1067","Guanajuato",2021-07-04,2.12,1.79,6.38
"1068","Guerrero",2021-07-04,14.4,6.87,4.54
"1069","Hidalgo",2021-07-04,17.07,14.49,41.17
"1070","Jalisco",2021-07-04,17.2,11.46,14.49
"1071","México",2021-07-04,15.51,9.65,20.35
"1072","Michoacán de Ocampo",2021-07-04,11.51,8.37,14.28
"1073","Morelos",2021-07-04,7.4,6.66,0
"1074","Nayarit",2021-07-04,29.66,21.42,0
"1075","Nuevo León",2021-07-04,21.65,15.02,30.76
"1076","Oaxaca",2021-07-04,24.81,22.38,40
"1077","Puebla",2021-07-04,12.3,3.35,14.28
"1078","Querétaro",2021-07-04,6.01,2.72,30.76
"1079","Quintana Roo",2021-07-04,41.48,25.11,48.78
"1080","San Luis Potosí",2021-07-04,9.73,7.51,4.34
"1081","Sinaloa",2021-07-04,38.21,28.95,26.66
"1082","Sonora",2021-07-04,33.04,25,42.5
"1083","Tabasco",2021-07-04,29.46,26.6,39.13
"1084","Tamaulipas",2021-07-04,39.05,26,50
"1085","Tlaxcala",2021-07-04,4.54,8.97,0
"1086","Veracruz de Ignacio de La Llave",2021-07-04,28.2,13,25.51
"1087","Yucatán",2021-07-04,27.82,53.21,89.65
"1088","Zacatecas",2021-07-04,5,5.38,16.66
"1089","Aguascalientes",2021-07-05,15.12,7.81,15.12
"1090","Baja California",2021-07-05,18.76,11.83,18.76
"1091","Baja California Sur",2021-07-05,70.19,59.72,70.19
"1092","Campeche",2021-07-05,16.93,13.53,16.93
"1093","Chiapas",2021-07-05,6.7,7.39,6.7
"1094","Chihuahua",2021-07-05,10.81,6.58,10.81
"1095","Ciudad de México",2021-07-05,41.08,20.98,41.08
"1096","Coahuila de Zaragoza",2021-07-05,8.75,2.08,8.75
"1097","Colima",2021-07-05,14.58,22.58,14.58
"1098","Durango",2021-07-05,30.12,13.25,30.12
"1099","Guanajuato",2021-07-05,2.43,2.05,2.43
"1100","Guerrero",2021-07-05,16.01,6.85,16.01
"1101","Hidalgo",2021-07-05,18,15.07,18
"1102","Jalisco",2021-07-05,17.2,10.95,17.2
"1103","México",2021-07-05,16.78,11.14,16.78
"1104","Michoacán de Ocampo",2021-07-05,10.62,8.12,10.62
"1105","Morelos",2021-07-05,7.4,6.66,7.4
"1106","Nayarit",2021-07-05,30.4,20.58,30.4
"1107","Nuevo León",2021-07-05,25.64,17.26,25.64
"1108","Oaxaca",2021-07-05,26.95,28.39,26.95
"1109","Puebla",2021-07-05,13.17,3.71,13.17
"1110","Querétaro",2021-07-05,4.6,2.41,4.6
"1111","Quintana Roo",2021-07-05,40.5,21,40.5
"1112","San Luis Potosí",2021-07-05,8.31,7.69,8.31
"1113","Sinaloa",2021-07-05,42.88,25.11,42.88
"1114","Sonora",2021-07-05,35.55,21.5,35.55
"1115","Tabasco",2021-07-05,28.54,30.41,28.54
"1116","Tamaulipas",2021-07-05,38.21,23.11,38.21
"1117","Tlaxcala",2021-07-05,3.63,10.25,3.63
"1118","Veracruz de Ignacio de La Llave",2021-07-05,27.81,16.45,27.81
"1119","Yucatán",2021-07-05,22.36,44.15,22.36
"1120","Zacatecas",2021-07-05,6,4.61,6
"1121","Aguascalientes",2021-07-06,17.3,8.08,33.33
"1122","Baja California",2021-07-06,19.09,12.5,15.78
"1123","Baja California Sur",2021-07-06,69.2,58.84,0
"1124","Campeche",2021-07-06,14.44,13.49,13.33
"1125","Chiapas",2021-07-06,6.86,7.58,2.12
"1126","Chihuahua",2021-07-06,7.98,7.05,7.69
"1127","Ciudad de México",2021-07-06,37.48,25.46,15.42
"1128","Coahuila de Zaragoza",2021-07-06,6.51,2.11,20
"1129","Colima",2021-07-06,15.46,21.66,33.33
"1130","Durango",2021-07-06,28.73,10.12,19.14
"1131","Guanajuato",2021-07-06,2.33,1.42,7.14
"1132","Guerrero",2021-07-06,17.84,7.48,5.76
"1133","Hidalgo",2021-07-06,19.35,15.32,41.17
"1134","Jalisco",2021-07-06,20.24,10.2,15.53
"1135","México",2021-07-06,18.19,10.35,22.52
"1136","Michoacán de Ocampo",2021-07-06,11.29,11.5,7.69
"1137","Morelos",2021-07-06,6.61,4.44,0
"1138","Nayarit",2021-07-06,25.6,25,100
"1139","Nuevo León",2021-07-06,23.66,19.87,33.96
"1140","Oaxaca",2021-07-06,38.35,35.84,63.63
"1141","Puebla",2021-07-06,12.17,4.46,15.62
"1142","Querétaro",2021-07-06,6.76,1.61,18.18
"1143","Quintana Roo",2021-07-06,40.38,20.6,35.48
"1144","San Luis Potosí",2021-07-06,10.27,6.06,0
"1145","Sinaloa",2021-07-06,42.3,28.26,33.33
"1146","Sonora",2021-07-06,34.43,22.38,26.92
"1147","Tabasco",2021-07-06,29.95,30.5,32.2
"1148","Tamaulipas",2021-07-06,37.82,22.16,42.52
"1149","Tlaxcala",2021-07-06,3.63,8.97,0
"1150","Veracruz de Ignacio de La Llave",2021-07-06,27.8,17.24,31.86
"1151","Yucatán",2021-07-06,22.86,58.2,77.77
"1152","Zacatecas",2021-07-06,6,4.61,11.11
"1153","Aguascalientes",2021-07-07,22.42,7.36,33.33
"1154","Baja California",2021-07-07,18.46,11.64,15.78
"1155","Baja California Sur",2021-07-07,69.96,54.38,14.28
"1156","Campeche",2021-07-07,13.62,13.63,13.33
"1157","Chiapas",2021-07-07,6.95,5.77,2.12
"1158","Chihuahua",2021-07-07,8.81,5.35,7.69
"1159","Ciudad de México",2021-07-07,35.6,25.88,16.71
"1160","Coahuila de Zaragoza",2021-07-07,8.42,2.11,14.28
"1161","Colima",2021-07-07,18.55,21.66,33.33
"1162","Durango",2021-07-07,26.58,16.17,27.27
"1163","Guanajuato",2021-07-07,3.01,2.38,9.09
"1164","Guerrero",2021-07-07,21.79,9.35,12.06
"1165","Hidalgo",2021-07-07,23.69,14.7,41.17
"1166","Jalisco",2021-07-07,21.52,10.86,15.92
"1167","México",2021-07-07,20.6,11.17,29.09
"1168","Michoacán de Ocampo",2021-07-07,12.44,11.5,7.69
"1169","Morelos",2021-07-07,8.16,4.76,100
"1170","Nayarit",2021-07-07,29.6,22.05,100
"1171","Nuevo León",2021-07-07,26.58,20.85,39.77
"1172","Oaxaca",2021-07-07,30.7,26.15,27.27
"1173","Puebla",2021-07-07,11.73,5.26,20.58
"1174","Querétaro",2021-07-07,7.14,2.4,27.27
"1175","Quintana Roo",2021-07-07,39.6,20,35.48
"1176","San Luis Potosí",2021-07-07,8.84,7.69,0
"1177","Sinaloa",2021-07-07,43.11,31.9,58.47
"1178","Sonora",2021-07-07,34.18,25,35.55
"1179","Tabasco",2021-07-07,27.12,31.57,35.89
"1180","Tamaulipas",2021-07-07,37.09,22.58,45.45
"1181","Tlaxcala",2021-07-07,3.6,7.69,0
"1182","Veracruz de Ignacio de La Llave",2021-07-07,28.17,18.77,34.44
"1183","Yucatán",2021-07-07,23.02,56.17,79.31
"1184","Zacatecas",2021-07-07,7.92,3.07,11.11
"1185","Aguascalientes",2021-07-08,20.38,7.14,33.33
"1186","Baja California",2021-07-08,18.58,13.61,17.94
"1187","Baja California Sur",2021-07-08,71.66,54.78,28.57
"1188","Campeche",2021-07-08,13.05,13.13,13.33
"1189","Chiapas",2021-07-08,8.09,7.38,2.12
"1190","Chihuahua",2021-07-08,9.61,5.29,10.93
"1191","Ciudad de México",2021-07-08,37.04,32.59,27.3
"1192","Coahuila de Zaragoza",2021-07-08,9,0.88,20
"1193","Colima",2021-07-08,23.23,20.33,33.33
"1194","Durango",2021-07-08,26.74,17.24,30.76
"1195","Guanajuato",2021-07-08,3.2,2.21,7.14
"1196","Guerrero",2021-07-08,22.28,10.11,15.51
"1197","Hidalgo",2021-07-08,17.8,7.27,71.42
"1198","Jalisco",2021-07-08,22.05,11.24,17.87
"1199","México",2021-07-08,21.73,10.88,23.07
"1200","Michoacán de Ocampo",2021-07-08,14.69,6.52,100
"1201","Morelos",2021-07-08,8.75,11.55,34.65
"1202","Nayarit",2021-07-08,30.4,25,100
"1203","Nuevo León",2021-07-08,26.6,20,38.75
"1204","Oaxaca",2021-07-08,31.15,36,50
"1205","Puebla",2021-07-08,11.7,5.72,20.89
"1206","Querétaro",2021-07-08,9.25,2.82,31.81
"1207","Quintana Roo",2021-07-08,37.42,18.69,34.92
"1208","San Luis Potosí",2021-07-08,10.05,8.4,8.33
"1209","Sinaloa",2021-07-08,43.69,32.31,34.4
"1210","Sonora",2021-07-08,37.79,27.48,53.33
"1211","Tabasco",2021-07-08,27.71,28.48,41.66
"1212","Tamaulipas",2021-07-08,36.86,17.78,35.71
"1213","Tlaxcala",2021-07-08,7.46,8.21,0
"1214","Veracruz de Ignacio de La Llave",2021-07-08,28.65,19.26,34.06
"1215","Yucatán",2021-07-08,23,55.17,79.31
"1216","Zacatecas",2021-07-08,8.91,3.07,11.11
"1217","Aguascalientes",2021-07-09,21.35,8.08,33.33
"1218","Baja California",2021-07-09,17.85,12.64,17.94
"1219","Baja California Sur",2021-07-09,64.49,57.07,33.33
"1220","Campeche",2021-07-09,10.98,14.38,13.33
"1221","Chiapas",2021-07-09,8.37,7.35,2.12
"1222","Chihuahua",2021-07-09,10.76,5.88,12.5
"1223","Ciudad de México",2021-07-09,39.06,29.65,22.7
"1224","Coahuila de Zaragoza",2021-07-09,7.61,0,0
"1225","Colima",2021-07-09,22.22,21.05,0
"1226","Durango",2021-07-09,32.95,15.87,25
"1227","Guanajuato",2021-07-09,4.09,2.09,5.35
"1228","Guerrero",2021-07-09,24.47,11.24,15.51
"1229","Hidalgo",2021-07-09,28,13.63,33.33
"1230","Jalisco",2021-07-09,21.94,12.05,16.5
"1231","México",2021-07-09,13.62,9.69,0
"1232","Michoacán de Ocampo",2021-07-09,10.69,4.54,0
"1233","Morelos",2021-07-09,21.58,14.37,38.29
"1234","Nayarit",2021-07-09,33.6,30,100
"1235","Nuevo León",2021-07-09,25.34,20.21,38.32
"1236","Oaxaca",2021-07-09,31.78,36.11,50
"1237","Puebla",2021-07-09,12.29,7.11,13.11
"1238","Querétaro",2021-07-09,8.04,2.47,27.27
"1239","Quintana Roo",2021-07-09,39.76,18.18,37.5
"1240","San Luis Potosí",2021-07-09,10.19,8.33,4.16
"1241","Sinaloa",2021-07-09,42.37,34.8,40
"1242","Sonora",2021-07-09,41.09,25,39.58
"1243","Tabasco",2021-07-09,25.2,31.39,46.66
"1244","Tamaulipas",2021-07-09,36.54,16.82,34.52
"1245","Tlaxcala",2021-07-09,10.14,12.67,0
"1246","Veracruz de Ignacio de La Llave",2021-07-09,27.47,19.71,31.86
"1247","Yucatán",2021-07-09,22.07,53.88,78.57
"1248","Zacatecas",2021-07-09,8.91,3.07,11.11
"1249","Aguascalientes",2021-07-10,21.9,7.21,33.33
"1250","Baja California",2021-07-10,16.18,12.15,10.81
"1251","Baja California Sur",2021-07-10,65.34,57.82,41.66
"1252","Campeche",2021-07-10,12.64,15.6,13.33
"1253","Chiapas",2021-07-10,7.57,7.01,2.12
"1254","Chihuahua",2021-07-10,9.79,6.13,12.5
"1255","Ciudad de México",2021-07-10,39.66,27.28,19.68
"1256","Coahuila de Zaragoza",2021-07-10,7.84,0.86,0
"1257","Colima",2021-07-10,24.35,21.05,0
"1258","Durango",2021-07-10,31.7,16.17,25
"1259","Guanajuato",2021-07-10,4.22,1.92,3.57
"1260","Guerrero",2021-07-10,28.11,13.75,25
"1261","Hidalgo",2021-07-10,28.57,13.95,13.33
"1262","Jalisco",2021-07-10,22.47,12.52,16.5
"1263","México",2021-07-10,14.25,10.25,32.74
"1264","Michoacán de Ocampo",2021-07-10,12.87,8.51,7.69
"1265","Morelos",2021-07-10,24.92,13.04,0
"1266","Nayarit",2021-07-10,31.96,32.85,100
"1267","Nuevo León",2021-07-10,28.75,24.38,45.38
"1268","Oaxaca",2021-07-10,29.28,32.39,30.76
"1269","Puebla",2021-07-10,11.74,6.31,19.4
"1270","Querétaro",2021-07-10,7.66,2.47,27.27
"1271","Quintana Roo",2021-07-10,37.72,20.43,48.88
"1272","San Luis Potosí",2021-07-10,12.83,8.14,3.84
"1273","Sinaloa",2021-07-10,42.25,38.63,43.58
"1274","Sonora",2021-07-10,43.2,28.22,55.55
"1275","Tabasco",2021-07-10,23.72,25.12,40.74
"1276","Tamaulipas",2021-07-10,36.65,16.89,38.63
"1277","Tlaxcala",2021-07-10,10.29,13.88,0
"1278","Veracruz de Ignacio de La Llave",2021-07-10,30.42,20.31,34.34
"1279","Yucatán",2021-07-10,22.27,52.4,66.66
"1280","Zacatecas",2021-07-10,6,3.07,11.11
"1281","Aguascalientes",2021-07-11,23.52,7.29,26.66
"1282","Baja California",2021-07-11,20,12.13,5.55
"1283","Baja California Sur",2021-07-11,69.65,55.37,27.27
"1284","Campeche",2021-07-11,12.2,15.21,10
"1285","Chiapas",2021-07-11,9.11,6.79,2.27
"1286","Chihuahua",2021-07-11,10.96,6.54,14.06
"1287","Ciudad de México",2021-07-11,45.88,30.57,25
"1288","Coahuila de Zaragoza",2021-07-11,7.21,1.73,33.33
"1289","Colima",2021-07-11,22.98,18.96,0
"1290","Durango",2021-07-11,32,18.05,25
"1291","Guanajuato",2021-07-11,3.66,2.49,7.4
"1292","Guerrero",2021-07-11,29.58,20,38.46
"1293","Hidalgo",2021-07-11,27.49,14.75,16.66
"1294","Jalisco",2021-07-11,24.19,13.8,17.07
"1295","México",2021-07-11,14.95,8.67,7.69
"1296","Michoacán de Ocampo",2021-07-11,14.63,8.88,0
"1297","Morelos",2021-07-11,26.69,13.24,31.85
"1298","Nayarit",2021-07-11,41.98,28.33,100
"1299","Nuevo León",2021-07-11,28.24,22.04,40.75
"1300","Oaxaca",2021-07-11,32.87,35.06,38.88
"1301","Puebla",2021-07-11,12.83,5.99,19.4
"1302","Querétaro",2021-07-11,10.13,2.47,27.27
"1303","Quintana Roo",2021-07-11,37.12,19.44,33.33
"1304","San Luis Potosí",2021-07-11,11.68,7.35,4.16
"1305","Sinaloa",2021-07-11,47.5,38.13,45
"1306","Sonora",2021-07-11,44.72,30.92,53.12
"1307","Tabasco",2021-07-11,22.88,26.76,43.03
"1308","Tamaulipas",2021-07-11,36.94,16.5,31.16
"1309","Tlaxcala",2021-07-11,10.44,12.82,0
"1310","Veracruz de Ignacio de La Llave",2021-07-11,31.59,20.66,46.66
"1311","Yucatán",2021-07-11,20.96,51.87,72.22
"1312","Zacatecas",2021-07-11,7.07,2.3,11.11
"1313","Aguascalientes",2021-07-12,27.55,8.86,20
"1314","Baja California",2021-07-12,17.69,14.39,10.81
"1315","Baja California Sur",2021-07-12,66.32,56.96,25
"1316","Campeche",2021-07-12,10.65,15.97,16.12
"1317","Chiapas",2021-07-12,10.9,7.89,2.12
"1318","Chihuahua",2021-07-12,12.58,6.5,14.06
"1319","Ciudad de México",2021-07-12,48.47,37.23,31.04
"1320","Coahuila de Zaragoza",2021-07-12,9.02,4.6,28.57
"1321","Colima",2021-07-12,31.03,19.29,0
"1322","Durango",2021-07-12,24.7,15.62,21.87
"1323","Guanajuato",2021-07-12,3.72,2.03,10
"1324","Guerrero",2021-07-12,34.34,12.37,20.68
"1325","Hidalgo",2021-07-12,28.85,13.63,13.33
"1326","Jalisco",2021-07-12,26.86,13.24,15.63
"1327","México",2021-07-12,15.12,13.99,7.69
"1328","Michoacán de Ocampo",2021-07-12,16.5,9.54,0
"1329","Morelos",2021-07-12,26.06,9.09,28.72
"1330","Nayarit",2021-07-12,44.53,26.56,100
"1331","Nuevo León",2021-07-12,26.31,24.89,37.73
"1332","Oaxaca",2021-07-12,31.57,37.03,41.17
"1333","Puebla",2021-07-12,12.53,7.08,20.58
"1334","Querétaro",2021-07-12,12.58,2.89,31.81
"1335","Quintana Roo",2021-07-12,41.07,15.89,33.33
"1336","San Luis Potosí",2021-07-12,10.64,7.57,0
"1337","Sinaloa",2021-07-12,52.46,40.86,48.78
"1338","Sonora",2021-07-12,41.53,24.74,44
"1339","Tabasco",2021-07-12,23.4,33.87,39.47
"1340","Tamaulipas",2021-07-12,34.64,18.38,35.95
"1341","Tlaxcala",2021-07-12,12.67,11.39,0
"1342","Veracruz de Ignacio de La Llave",2021-07-12,31.69,20.64,39
"1343","Yucatán",2021-07-12,19.24,54.22,82.14
"1344","Zacatecas",2021-07-12,7.21,2.3,11.11
"1345","Aguascalientes",2021-07-13,23.46,8.86,26.66
"1346","Baja California",2021-07-13,19.35,14.62,10.81
"1347","Baja California Sur",2021-07-13,65.04,58.29,0
"1348","Campeche",2021-07-13,11.96,16.42,16.12
"1349","Chiapas",2021-07-13,11.34,8.27,2.12
"1350","Chihuahua",2021-07-13,12.5,5.42,15.62
"1351","Ciudad de México",2021-07-13,51.94,37.2,30.08
"1352","Coahuila de Zaragoza",2021-07-13,9.01,3.44,40
"1353","Colima",2021-07-13,29.47,24.59,100
"1354","Durango",2021-07-13,32.92,12.5,18.75
"1355","Guanajuato",2021-07-13,4.22,2.07,12.28
"1356","Guerrero",2021-07-13,37.05,12.56,18.96
"1357","Hidalgo",2021-07-13,31.22,15.87,37.5
"1358","Jalisco",2021-07-13,28.67,16.37,16.93
"1359","México",2021-07-13,29.5,17.51,35.65
"1360","Michoacán de Ocampo",2021-07-13,17.16,9.94,7.69
"1361","Morelos",2021-07-13,20,10,0
"1362","Nayarit",2021-07-13,41.4,33.84,100
"1363","Nuevo León",2021-07-13,30.25,22.93,35.03
"1364","Oaxaca",2021-07-13,34.92,38.29,50
"1365","Puebla",2021-07-13,11.78,6.85,20.58
"1366","Querétaro",2021-07-13,14.78,3.26,36.36
"1367","Quintana Roo",2021-07-13,42.33,16.38,28.57
"1368","San Luis Potosí",2021-07-13,10.67,9.84,0
"1369","Sinaloa",2021-07-13,53.26,40.66,48.8
"1370","Sonora",2021-07-13,44.06,26.25,46.66
"1371","Tabasco",2021-07-13,23.44,35.05,46.29
"1372","Tamaulipas",2021-07-13,36.28,18.13,32.92
"1373","Tlaxcala",2021-07-13,11.84,10.97,0
"1374","Veracruz de Ignacio de La Llave",2021-07-13,31.18,24.22,40
"1375","Yucatán",2021-07-13,20.11,55.55,74.07
"1376","Zacatecas",2021-07-13,10.2,2.3,11.11
"1377","Aguascalientes",2021-07-14,23,8.97,26.66
"1378","Baja California",2021-07-14,20.57,13.24,13.51
"1379","Baja California Sur",2021-07-14,61.21,57.07,45.45
"1380","Campeche",2021-07-14,13.61,16.54,15.62
"1381","Chiapas",2021-07-14,10.64,8.99,2.12
"1382","Chihuahua",2021-07-14,11.59,7.36,15.62
"1383","Ciudad de México",2021-07-14,51.74,33.73,26.48
"1384","Coahuila de Zaragoza",2021-07-14,9.09,4.57,28.57
"1385","Colima",2021-07-14,27.27,22.41,100
"1386","Durango",2021-07-14,36.47,10.29,18.18
"1387","Guanajuato",2021-07-14,4.53,2.51,12.28
"1388","Guerrero",2021-07-14,39.47,16.93,24.59
"1389","Hidalgo",2021-07-14,34.4,13.93,50
"1390","Jalisco",2021-07-14,26.73,15.12,29.24
"1391","México",2021-07-14,30.48,19.96,41.05
"1392","Michoacán de Ocampo",2021-07-14,17,9.74,14.28
"1393","Morelos",2021-07-14,18.66,12.5,0
"1394","Nayarit",2021-07-14,43.1,22.36,0
"1395","Nuevo León",2021-07-14,35.4,28.92,48.06
"1396","Oaxaca",2021-07-14,34.84,39,50
"1397","Puebla",2021-07-14,11.61,6.85,23.94
"1398","Querétaro",2021-07-14,15.73,4.54,50
"1399","Quintana Roo",2021-07-14,41.98,18.13,39.53
"1400","San Luis Potosí",2021-07-14,11.01,7.4,0
"1401","Sinaloa",2021-07-14,51.13,47.13,51.85
"1402","Sonora",2021-07-14,43.86,25.38,45.65
"1403","Tabasco",2021-07-14,25.95,32.96,46.77
"1404","Tamaulipas",2021-07-14,35.09,19.41,33.68
"1405","Tlaxcala",2021-07-14,17.1,7.22,0
"1406","Veracruz de Ignacio de La Llave",2021-07-14,31.23,27.83,43.01
"1407","Yucatán",2021-07-14,21.3,59.11,80
"1408","Zacatecas",2021-07-14,8.91,2.3,11.11
"1409","Aguascalientes",2021-07-15,19.19,9.75,35
"1410","Baja California",2021-07-15,20.4,14.14,12.28
"1411","Baja California Sur",2021-07-15,58.06,56.19,54.54
"1412","Campeche",2021-07-15,10.67,14.06,3.84
"1413","Chiapas",2021-07-15,9.3,9.15,2.12
"1414","Chihuahua",2021-07-15,14.09,6.32,14.06
"1415","Ciudad de México",2021-07-15,52.82,39.25,33.51
"1416","Coahuila de Zaragoza",2021-07-15,9.84,2.64,28.57
"1417","Colima",2021-07-15,25.22,33.33,100
"1418","Durango",2021-07-15,30.68,12.5,21.87
"1419","Guanajuato",2021-07-15,5.21,2.96,10.52
"1420","Guerrero",2021-07-15,39.2,20.78,25.39
"1421","Hidalgo",2021-07-15,42.46,14.65,50
"1422","Jalisco",2021-07-15,29.87,17.42,24.75
"1423","México",2021-07-15,31.04,21.51,33.92
"1424","Michoacán de Ocampo",2021-07-15,19.37,10.36,31.25
"1425","Morelos",2021-07-15,18.26,12.19,0
"1426","Nayarit",2021-07-15,47,19.81,0
"1427","Nuevo León",2021-07-15,34.72,30.6,45.45
"1428","Oaxaca",2021-07-15,42.58,42.69,64.7
"1429","Puebla",2021-07-15,12.78,6.18,15.62
"1430","Querétaro",2021-07-15,16.95,6.66,59.09
"1431","Quintana Roo",2021-07-15,41.53,15.15,26.22
"1432","San Luis Potosí",2021-07-15,11.73,9.16,8
"1433","Sinaloa",2021-07-15,55.05,51.89,52.32
"1434","Sonora",2021-07-15,49,24.74,40
"1435","Tabasco",2021-07-15,28,34.13,42.62
"1436","Tamaulipas",2021-07-15,36.1,17.55,27.77
"1437","Tlaxcala",2021-07-15,21.21,10.81,0
"1438","Veracruz de Ignacio de La Llave",2021-07-15,36.67,25.39,49.45
"1439","Yucatán",2021-07-15,24.03,50,62.96
"1440","Zacatecas",2021-07-15,9.9,1.53,5.55
"1441","Aguascalientes",2021-07-16,17.02,8.04,35
"1442","Baja California",2021-07-16,22.51,15.68,18.91
"1443","Baja California Sur",2021-07-16,58.49,55.25,60
"1444","Campeche",2021-07-16,10.04,17.73,16.66
"1445","Chiapas",2021-07-16,9.06,8.59,2.12
"1446","Chihuahua",2021-07-16,12.76,7.64,15
"1447","Ciudad de México",2021-07-16,53.42,39.15,35.08
"1448","Coahuila de Zaragoza",2021-07-16,9.57,3.94,28.57
"1449","Colima",2021-07-16,28.71,35.55,100
"1450","Durango",2021-07-16,36.78,11.86,24
"1451","Guanajuato",2021-07-16,5.13,3.23,10.52
"1452","Guerrero",2021-07-16,40.27,20.1,24.61
"1453","Hidalgo",2021-07-16,45.31,14.06,6.66
"1454","Jalisco",2021-07-16,29.55,20.51,23.58
